date,airline,pax,plf,seat_km,pax_km,aircraft
2024-03-01,QuikJet Cargo,,,,,143
2024-04-01,QuikJet Cargo,,,,,128
2024-05-01,QuikJet Cargo,0.0,,0.0,0.0,124
2024-06-01,QuikJet Cargo,,,,,94
2024-07-01,QuikJet Cargo,,,,,134
2024-08-01,QuikJet Cargo,,,,,131
2024-09-01,QuikJet Cargo,,,,,129
2024-10-01,QuikJet Cargo,,,,,132
2024-11-01,QuikJet Cargo,,,,,131
2024-12-01,QuikJet Cargo,,,,,154
2025-01-01,QuikJet Cargo,0.0,0.0,0.0,0.0,137
2025-02-01,QuikJet Cargo,0.0,0.0,0.0,0.0,131
2025-03-01,QuikJet Cargo,0.0,0.0,0.0,0.0,129
2025-04-01,QuikJet Cargo,0.0,0.0,0.0,0.0,138
2025-05-01,QuikJet Cargo,0.0,0.0,0.0,0.0,134
2025-06-01,QuikJet Cargo,0.0,0.0,0.0,0.0,146
2025-07-01,QuikJet Cargo,0.0,0.0,0.0,0.0,139
2025-08-01,QuikJet Cargo,0.0,0.0,0.0,0.0,113
2025-09-01,QuikJet Cargo,0.0,0.0,0.0,0.0,98
2025-10-01,QuikJet Cargo,0.0,0.0,0.0,0.0,95
2025-11-01,QuikJet Cargo,0.0,0.0,0.0,0.0,118
2025-12-01,QuikJet Cargo,0.0,0.0,0.0,0.0,147
2026-01-01,QuikJet Cargo,0.0,,0.0,0.0,37
2026-02-01,QuikJet Cargo,0.0,,0.0,0.0,24
2026-03-01,QuikJet Cargo,0.0,,0.0,0.0,21
2026-04-01,QuikJet Cargo,0.0,,0.0,0.0,73
2026-05-01,QuikJet Cargo,0.0,,0.0,0.0,85
2026-06-01,QuikJet Cargo,0.0,,0.0,0.0,83
2026-07-01,QuikJet Cargo,0.0,,0.0,0.0,63
2015-01-01,SpiceJet,587198.0,80.033,666828.835,533684.627,5667
2015-02-01,SpiceJet,552726.0,85.573,572857.667,490208.771,4860
2015-03-01,SpiceJet,608801.0,83.376,647017.82,539460.694,5551
2015-04-01,SpiceJet,706732.0,88.725,697210.343,618597.851,6013
2015-05-01,SpiceJet,837236.0,93.093,791722.744,737036.775,6836
2015-06-01,SpiceJet,800048.0,93.24,734017.834,684397.023,6575
2015-07-01,SpiceJet,831436.0,93.352,757454.0,707098.0,6940
2015-08-01,SpiceJet,829670.0,92.123,770232.189,709557.871,6960
2015-09-01,SpiceJet,818950.0,93.015,754893.92,702162.801,6767
2015-10-01,SpiceJet,899332.0,92.083,848826.0,781628.0,7414
2015-11-01,SpiceJet,977293.0,90.724,961284.117,872118.867,7885
2015-12-01,SpiceJet,976517.0,92.13,943917.927,869627.138,7653
2016-01-01,SpiceJet,1010933.0,92.114,973779.302,896984.433,8014
2016-02-01,SpiceJet,976302.0,92.31,932043.749,860370.314,7642
2016-03-01,SpiceJet,1006417.0,91.114,973971.311,887421.715,8008
2016-04-01,SpiceJet,1021299.0,93.199,953736.587,888876.861,8002
2016-05-01,SpiceJet,1096114.0,93.521,1009125.407,943748.375,8659
2016-06-01,SpiceJet,1010110.0,93.039,943570.242,877889.454,8072
2016-07-01,SpiceJet,993785.0,92.027,936395.77,861733.018,8148
2016-08-01,SpiceJet,1053603.0,93.234,978308.404,912117.463,8283
2016-09-01,SpiceJet,1029704.0,93.476,963818.884,900939.075,8048
2016-10-01,SpiceJet,1118352.0,91.871,1044362.0,959465.0,8768
2016-11-01,SpiceJet,1148498.0,92.533,1086701.0,1005560.0,8917
2016-12-01,SpiceJet,1210229.0,93.728,1167556.0,1094325.0,9284
2017-01-01,SpiceJet,1229436.0,93.605,1215369.0,1137644.0,9490
2017-02-01,SpiceJet,1131788.0,93.647,1110563.0,1040012.0,8677
2017-03-01,SpiceJet,1193225.0,91.412,1165666.0,1065559.0,9421
2017-04-01,SpiceJet,1176610.0,93.374,1143156.0,1067416.0,9058
2017-05-01,SpiceJet,1278606.0,94.284,1219319.0,1149628.0,9748
2017-06-01,SpiceJet,1273391.0,94.543,1215229.0,1148919.0,9761
2017-07-01,SpiceJet,1358206.0,94.415,1261680.0,1191217.0,10463
2017-08-01,SpiceJet,1359166.0,94.454,1279120.0,1208184.0,10494
2017-09-01,SpiceJet,1319755.0,94.159,1242705.0,1170124.0,10238
2017-10-01,SpiceJet,1364334.0,93.673,1293403.0,1211569.0,10627
2017-11-01,SpiceJet,1320213.0,95.487,1230773.0,1175231.0,10152
2017-12-01,SpiceJet,1427146.0,95.599,1350575.0,1291141.0,10947
2018-01-01,SpiceJet,1447537.0,95.047,1381733.0,1313294.0,11145
2018-02-01,SpiceJet,1331645.0,96.277,1244492.0,1198160.0,10230
2018-03-01,SpiceJet,1474206.0,95.023,1392143.6,1322851.5,11517
2018-04-01,SpiceJet,1426801.0,95.512,1344688.4,1284336.8,11026
2018-05-01,SpiceJet,1459005.0,94.798,1391957.8,1319542.9,11488
2018-06-01,SpiceJet,1370265.0,93.307,1314144.519,1226187.116,11015
2018-07-01,SpiceJet,1427257.0,93.76,1331839.0,1248730.6,11401
2018-08-01,SpiceJet,1404424.0,93.588,1313965.21,1229718.59,11328
2018-09-01,SpiceJet,1362564.0,93.171,1303992.6,1214945.834,10975
2018-10-01,SpiceJet,1382010.0,90.799,1365551.69,1239910.21,11518
2018-11-01,SpiceJet,1454822.0,91.053,1461379.556,1330630.801,11794
2018-12-01,SpiceJet,1563700.0,92.73,1562334.127,1448751.49,12473
2019-01-01,SpiceJet,1665660.0,90.855,1726201.8,1568335.01,13271
2019-02-01,SpiceJet,1557868.0,94.041,1557610.245,1464787.81,12059
2019-03-01,SpiceJet,1581456.0,93.035,1567500.81,1458326.357,12968
2019-04-01,SpiceJet,1440598.0,93.738,1405657.313,1317633.332,11983
2019-05-01,SpiceJet,1802705.0,93.865,1841023.941,1728070.602,14773
2019-06-01,SpiceJet,1875606.0,93.697,1940661.0,1818349.0,15208
2019-07-01,SpiceJet,1847629.0,92.405,1935818.512,1788800.51,15005
2019-08-01,SpiceJet,1833644.0,92.437,1928853.803,1782977.086,14603
2019-09-01,SpiceJet,1700367.0,93.03,1777592.836,1653697.899,13543
2019-10-01,SpiceJet,2004583.0,90.026,2205339.316,1985372.914,16098
2019-11-01,SpiceJet,2080133.0,92.782,2283171.178,2118378.237,16148
2019-12-01,SpiceJet,2144156.0,92.747,2374186.173,2201985.855,16639
2020-01-01,SpiceJet,2124455.0,91.494,2372618.952,2170814.842,16693
2020-02-01,SpiceJet,1890633.0,93.025,2026187.229,1884852.114,14907
2020-03-01,SpiceJet,1245208.0,83.678,1489232.758,1246162.788,10999
2020-05-01,SpiceJet,48156.0,57.171,85004.787,48598.377,618
2020-06-01,SpiceJet,334104.0,68.016,532545.0,362216.0,3457
2020-07-01,SpiceJet,331197.0,70.04,489130.542,342586.692,3548
2020-08-01,SpiceJet,390885.0,76.05,535160.924,406988.875,3937
2020-09-01,SpiceJet,529758.0,73.0,767945.381,560602.198,5410
2020-10-01,SpiceJet,704498.0,73.999,989616.415,732301.642,6837
2020-11-01,SpiceJet,839523.0,77.748,1121006.64,871555.893,7813
2020-12-01,SpiceJet,951550.0,78.005,1281416.105,999565.456,8719
2021-01-01,SpiceJet,991883.0,76.551,1361661.376,1042368.244,9166
2021-02-01,SpiceJet,962081.0,78.887,1256510.062,991225.375,8752
2021-03-01,SpiceJet,1002950.0,76.539,1357405.945,1038941.395,9520
2021-04-01,SpiceJet,705499.0,70.779,1064553.434,753476.549,7043
2021-05-01,SpiceJet,198792.0,64.043,352359.96,225662.506,2111
2021-06-01,SpiceJet,280798.0,70.984,420046.464,298165.838,2913
2021-07-01,SpiceJet,456239.0,74.567,616596.399,459778.851,4737
2021-08-01,SpiceJet,583539.0,79.593,707219.275,562899.434,5835
2021-09-01,SpiceJet,601529.0,78.841,729888.494,575449.953,6292
2021-10-01,SpiceJet,810239.0,82.179,984251.68,808847.995,7837
2021-11-01,SpiceJet,1078210.0,86.679,1247828.353,1081602.223,9010
2021-12-01,SpiceJet,1150688.0,85.959,1337371.283,1149594.855,9609
2022-01-01,SpiceJet,679827.0,73.403,928732.367,681716.7,7007
2022-02-01,SpiceJet,820397.0,89.061,887039.085,790004.289,6903
2022-03-01,SpiceJet,1020817.0,86.869,1166633.683,1013447.149,8722
2022-04-01,SpiceJet,1000901.0,85.872,1178059.255,1011623.065,8709
2022-05-01,SpiceJet,1152182.0,89.091,1326543.901,1181830.842,9675
2022-06-01,SpiceJet,1001649.0,84.05,1205972.812,1013624.994,8922
2022-07-01,SpiceJet,775824.0,84.694,937033.891,793607.194,6605
2022-08-01,SpiceJet,798347.0,84.585,956491.497,809044.068,6850
2022-09-01,SpiceJet,753485.0,85.765,894269.312,766968.579,6233
2022-10-01,SpiceJet,828531.0,88.101,990306.115,872471.671,6549
2022-11-01,SpiceJet,875668.0,91.958,998105.461,917841.409,6337
2022-12-01,SpiceJet,963522.0,92.714,1078550.355,999968.668,6838
2023-01-01,SpiceJet,913814.0,90.993,1042236.609,948361.9,6542
2023-02-01,SpiceJet,858261.0,94.138,960708.483,904387.8,5744
2023-03-01,SpiceJet,827166.0,92.341,950600.272,877792.727,5801
2023-04-01,SpiceJet,741386.0,92.232,847636.139,781789.593,5118
2023-05-01,SpiceJet,719797.0,94.778,785375.951,744361.645,4971
2023-06-01,SpiceJet,555248.0,93.588,583707.388,546278.52,4087
2023-07-01,SpiceJet,504227.0,88.856,565941.674,502870.518,3980
2023-08-01,SpiceJet,541051.0,90.864,586678.785,533081.279,3999
2023-09-01,SpiceJet,544605.0,91.371,588645.228,537851.403,4036
2023-10-01,SpiceJet,627964.0,90.121,706941.238,637102.645,4603
2023-11-01,SpiceJet,784533.0,90.786,880515.332,799382.428,5439
2023-12-01,SpiceJet,771972.0,93.484,846670.164,791503.174,5234
2024-01-01,SpiceJet,740084.0,93.659,772698.542,723701.856,4997
2024-02-01,SpiceJet,658810.0,94.467,694712.824,656272.964,4480
2024-03-01,SpiceJet,702476.0,92.743,765060.11,709538.813,4802
2024-04-01,SpiceJet,617484.0,90.85,692788.557,629399.1,4397
2024-05-01,SpiceJet,554464.0,94.123,583603.901,549305.419,4004
2024-06-01,SpiceJet,499538.0,91.495,545609.619,499202.836,3637
2024-07-01,SpiceJet,405360.0,90.282,421080.553,380158.361,3115
2024-08-01,SpiceJet,302378.0,81.008,331279.974,268364.222,2729
2024-09-01,SpiceJet,261053.0,80.353,295276.268,237263.798,2281
2024-10-01,SpiceJet,334601.0,81.038,388614.408,314924.853,3079
2024-11-01,SpiceJet,442543.0,87.872,489922.338,430506.165,3579
2024-12-01,SpiceJet,489394.0,87.441,565677.548,494633.485,3752
2025-01-01,SpiceJet,465732.0,87.13,540092.35,470566.164,3607
2025-02-01,SpiceJet,453930.0,91.22,484842.482,442261.689,3407
2025-03-01,SpiceJet,479518.0,84.81,570766.843,484082.688,3804
2025-04-01,SpiceJet,379010.0,85.98,451948.856,388576.028,3026
2025-05-01,SpiceJet,339663.0,84.04,440434.472,370127.753,2861
2025-06-01,SpiceJet,260902.0,85.24,302956.721,258226.397,2370
2025-07-01,SpiceJet,246242.0,84.2,266381.079,224286.004,2298
2025-08-01,SpiceJet,261610.0,87.03,284601.799,247695.219,2330
2025-09-01,SpiceJet,244777.0,84.64,269154.841,227801.523,2267
2025-10-01,SpiceJet,361639.0,82.25,448375.248,368782.045,2991
2025-11-01,SpiceJet,566943.0,87.7,637117.534,558744.142,3956
2025-12-01,SpiceJet,614339.0,87.45,693901.455,606842.549,4092
2026-01-01,SpiceJet,591582.0,85.89,703894.815,604598.193,4028
2026-02-01,SpiceJet,554895.0,88.96,665468.603,592014.487,3691
2026-03-01,SpiceJet,540882.0,82.84,685778.001,568109.606,3828
2026-04-01,SpiceJet,473750.0,80.74,626333.379,505680.233,3422
2026-05-01,SpiceJet,386405.0,87.42,460657.629,402727.361,2660
2026-06-01,SpiceJet,262525.0,87.79,292892.613,257136.765,1837
2026-07-01,SpiceJet,187280.0,84.05,196189.816,164897.791,1417
2019-01-01,Star Air,637.0,54.254,3281.4,1780.278,24
2019-02-01,Star Air,2603.0,52.506,2274.8,1194.397,100
2019-03-01,Star Air,4145.0,54.785,3479.9,1906.451,154
2019-04-01,Star Air,3956.0,53.552,3344.35,1790.961,148
2019-05-01,Star Air,5612.0,62.154,4823.8,2998.187,184
2019-06-01,Star Air,5473.0,55.819,5695.6,3179.253,202
2019-07-01,Star Air,4875.0,50.903,5537.25,2818.623,194
2019-08-01,Star Air,4232.0,53.063,4786.9,2540.052,168
2019-09-01,Star Air,4653.0,51.026,5018.05,2560.528,183
2019-10-01,Star Air,6232.0,59.506,5674.05,3376.393,209
2019-11-01,Star Air,8562.0,75.426,7957.35,6001.917,235
2019-12-01,Star Air,10705.0,82.218,8679.95,7136.5,263
2020-01-01,Star Air,10921.0,79.736,9533.55,7601.703,278
2020-02-01,Star Air,11622.0,80.657,10505.85,8473.734,278
2020-03-01,Star Air,8033.0,68.521,9371.5,6421.409,253
2020-05-01,Star Air,403.0,37.482,683.0,256.0,22
2020-06-01,Star Air,5952.0,56.32,6473.2,3645.7,217
2020-07-01,Star Air,5651.0,54.959,6493.75,3568.897,216
2020-08-01,Star Air,7339.0,65.63,7254.35,4761.059,230
2020-09-01,Star Air,8463.0,73.788,8028.35,5923.93,240
2020-10-01,Star Air,8804.0,73.818,8435.3,6226.743,246
2020-11-01,Star Air,10653.0,75.596,10689.35,8080.772,294
2020-12-01,Star Air,12824.0,76.367,12253.25,9357.493,341
2021-01-01,Star Air,15518.0,73.208,15264.85,11175.086,436
2021-02-01,Star Air,17886.0,80.607,15913.4,12827.262,455
2021-03-01,Star Air,18746.0,74.175,18775.25,13926.577,532
2021-04-01,Star Air,12578.0,61.229,16702.05,10226.53,453
2021-05-01,Star Air,6847.0,44.443,12758.4,5670.236,332
2021-06-01,Star Air,12492.0,69.454,14312.2,9940.339,379
2021-07-01,Star Air,16469.0,74.863,17266.45,12926.141,470
2021-08-01,Star Air,18187.0,75.249,18966.85,14272.447,517
2021-09-01,Star Air,18158.0,73.251,20419.7,14957.533,529
2021-10-01,Star Air,19525.0,79.988,19668.75,15732.7,513
2021-11-01,Star Air,20541.0,81.555,19929.5,16253.448,525
2021-12-01,Star Air,21315.0,82.261,20703.4,17030.776,537
2022-01-01,Star Air,14884.0,68.059,18600.55,12659.423,479
2022-02-01,Star Air,17500.0,77.58,18416.45,14287.429,473
2022-03-01,Star Air,21137.0,80.286,21147.75,16978.773,539
2022-04-01,Star Air,20599.0,81.943,20151.75,16512.86,519
2022-05-01,Star Air,21355.0,83.411,20285.0,16920.0,527
2022-06-01,Star Air,21087.0,81.836,19951.15,16327.238,534
2022-07-01,Star Air,19610.0,77.842,19386.0,15090.376,529
2022-08-01,Star Air,19438.0,79.288,18608.55,14754.313,510
2022-09-01,Star Air,17649.0,79.175,16961.15,13429.018,463
2022-10-01,Star Air,17439.0,79.438,16734.0,13293.098,459
2022-11-01,Star Air,19802.0,81.384,18046.5,14686.961,496
2022-12-01,Star Air,20171.0,82.832,17553.8,14540.154,500
2023-01-01,Star Air,16278.0,79.214,14423.2,11425.175,421
2023-02-01,Star Air,14948.0,78.484,12827.5,10067.511,390
2023-03-01,Star Air,18252.0,74.115,16711.45,12385.662,502
2023-04-01,Star Air,18907.0,75.218,17093.05,12857.126,504
2023-05-01,Star Air,25597.0,81.221,21881.0,17772.0,587
2023-06-01,Star Air,24554.0,72.096,23468.149,16919.648,639
2023-07-01,Star Air,28405.0,70.837,27522.63,19496.293,718
2023-08-01,Star Air,31538.0,76.956,28193.818,21696.698,743
2023-09-01,Star Air,25965.0,73.005,25766.664,18810.917,667
2023-10-01,Star Air,35635.0,75.695,31235.65,23643.842,818
2023-11-01,Star Air,41018.0,78.594,34069.376,26776.415,887
2023-12-01,Star Air,48813.0,83.103,36665.122,30469.666,969
2024-01-01,Star Air,46974.0,76.476,38275.728,29271.58,1009
2024-02-01,Star Air,47163.0,76.736,38664.324,29669.571,988
2024-03-01,Star Air,43270.0,65.577,41939.212,27502.298,1066
2024-04-01,Star Air,52819.0,74.441,46250.89,34429.715,1171
2024-05-01,Star Air,57676.0,75.32,49561.81,37329.769,1252
2024-06-01,Star Air,58670.0,71.49,53089.97,37953.997,1323
2024-07-01,Star Air,52432.0,69.259,46702.033,32345.331,1228
2024-08-01,Star Air,51412.0,73.568,43765.562,32197.531,1119
2024-09-01,Star Air,47677.0,66.276,45709.436,30294.262,1108
2024-10-01,Star Air,56524.0,71.813,49829.732,35784.091,1237
2024-11-01,Star Air,56913.0,73.448,46505.0,34157.0,1159
2024-12-01,Star Air,59861.0,78.33,43249.0,33877.0,1108
2025-01-01,Star Air,62994.0,79.64,46102.956,36718.377,1165
2025-02-01,Star Air,59935.0,83.08,42742.0,35512.0,1071
2025-03-01,Star Air,60714.0,73.76,47535.0,35061.0,1179
2025-04-01,Star Air,61565.0,79.7,45745.112,36459.128,1157
2025-05-01,Star Air,75428.0,75.08,57099.0,42870.0,1377
2025-06-01,Star Air,62766.0,69.82,53085.728,37063.691,1303
2025-07-01,Star Air,63745.0,69.87,53400.5,37312.742,1305
2025-08-01,Star Air,62011.0,72.45,48230.0,34944.0,1248
2025-09-01,Star Air,64920.0,65.24,55855.536,36439.408,1380
2025-10-01,Star Air,76855.0,74.48,60934.608,45384.747,1414
2025-11-01,Star Air,85896.0,72.87,68982.464,50264.272,1658
2025-12-01,Star Air,103743.0,79.91,74494.0,59525.0,1698
2026-01-01,Star Air,97198.0,77.72,72264.064,56163.341,1618
2026-02-01,Star Air,77261.0,79.06,59249.008,46840.264,1250
2026-03-01,Star Air,78549.0,69.67,67759.0,47210.0,1477
2026-04-01,Star Air,77772.0,72.26,63814.864,46113.224,1444
2026-05-01,Star Air,82996.0,76.08,61260.472,46605.468,1432
2026-06-01,Star Air,89006.0,75.0,67497.0,50625.0,1560
2026-07-01,Star Air,83018.0,74.35,65454.0,48665.0,1459
2015-01-01,Total Domestic,6216341.0,83.611,7078492.835,5918413.627,50563
2015-02-01,Total Domestic,5988695.0,86.565,6541703.667,5662817.771,46913
2015-03-01,Total Domestic,6250856.0,78.781,7445983.82,5866034.694,53254
2015-04-01,Total Domestic,6538477.0,83.416,7436234.343,6203034.851,53256
2015-05-01,Total Domestic,7097141.0,86.954,7829387.744,6807929.775,56190
2015-06-01,Total Domestic,6568843.0,82.344,7626840.334,6280207.833,54710
2015-07-01,Total Domestic,6747792.0,80.189,7947282.88,6372872.705,57078
2015-08-01,Total Domestic,6735367.0,78.989,8020098.189,6335025.881,57561
2015-09-01,Total Domestic,6637323.0,79.321,7856778.92,6232045.801,56510
2015-10-01,Total Domestic,7008489.0,80.509,8295454.0,6678597.0,59137
2015-11-01,Total Domestic,7289547.0,83.261,8353212.637,6954948.941,59057
2015-12-01,Total Domestic,7674872.0,86.973,8430149.927,7331974.138,58821
2016-01-01,Total Domestic,7620879.0,84.258,8629425.822,7270990.743,60969
2016-02-01,Total Domestic,7443543.0,84.847,8301185.709,7043336.554,58590
2016-03-01,Total Domestic,7835402.0,82.814,9001984.711,7454918.115,63444
2016-04-01,Total Domestic,7896940.0,84.031,8961422.877,7530391.951,63017
2016-05-01,Total Domestic,8623381.0,86.436,9523014.887,8231315.375,66878
2016-06-01,Total Domestic,7933791.0,81.002,9342122.412,7567262.794,65144
2016-07-01,Total Domestic,8475231.0,84.131,9558741.97,8041828.018,66859
2016-08-01,Total Domestic,8349518.0,82.239,9530347.514,7837666.769,66620
2016-09-01,Total Domestic,8198645.0,82.528,9347550.224,7714374.897,65251
2016-10-01,Total Domestic,8640189.0,81.094,10090029.19,8182443.924,70121
2016-11-01,Total Domestic,8941496.0,84.484,10056849.79,8496468.113,69012
2016-12-01,Total Domestic,9516243.0,88.687,10236945.08,9078808.37,70274
2017-01-01,Total Domestic,9548612.0,88.261,10406549.36,9184893.23,70749
2017-02-01,Total Domestic,8616856.0,87.164,9439258.25,8227608.062,64556
2017-03-01,Total Domestic,9007696.0,81.785,10452015.6,8548137.373,71713
2017-04-01,Total Domestic,9100687.0,85.56,10155279.19,8688833.638,69474
2017-05-01,Total Domestic,10140073.0,88.866,10934374.14,9716981.73,74578
2017-06-01,Total Domestic,9536983.0,85.935,10640306.35,9143756.305,72739
2017-07-01,Total Domestic,9533226.0,83.192,10812394.44,8995059.57,74715
2017-08-01,Total Domestic,9663380.0,83.537,10884014.64,9092204.22,74902
2017-09-01,Total Domestic,9550493.0,84.477,10732175.99,9066246.79,73772
2017-10-01,Total Domestic,10418436.0,84.824,11664218.84,9894070.789,79543
2017-11-01,Total Domestic,10453411.0,89.198,11084914.97,9887558.754,75944
2017-12-01,Total Domestic,11206075.0,89.495,11924628.408,10671932.45,81306
2018-01-01,Total Domestic,11448112.0,89.064,12154547.72,10825347.397,83188
2018-02-01,Total Domestic,10720207.0,90.984,11144356.73,10139537.764,76683
2018-03-01,Total Domestic,11544833.0,87.995,12409988.994,10920177.484,85495
2018-04-01,Total Domestic,11475498.0,89.488,12187071.814,10905934.266,83695
2018-05-01,Total Domestic,11818634.0,87.814,12830892.273,11267295.49,88321
2018-06-01,Total Domestic,11288337.0,85.329,12705768.153,10841706.531,86062
2018-07-01,Total Domestic,11658023.0,86.615,12769860.014,11060615.778,86694
2018-08-01,Total Domestic,11319216.0,83.41,12954826.768,10805587.347,87903
2018-09-01,Total Domestic,11363706.0,83.965,12877618.255,10812669.802,87353
2018-10-01,Total Domestic,11805382.0,83.007,13717681.753,11386615.685,92661
2018-11-01,Total Domestic,11606526.0,84.141,13299462.92,11190323.201,89032
2018-12-01,Total Domestic,12649810.0,87.493,13992280.197,12242201.326,93259
2019-01-01,Total Domestic,12469075.0,85.928,14137706.812,12148303.733,92783
2019-02-01,Total Domestic,11321549.0,89.113,12312813.032,10972362.789,81139
2019-03-01,Total Domestic,11557816.0,86.533,12997825.146,11247421.449,85931
2019-04-01,Total Domestic,10967168.0,87.489,12208063.853,10680724.081,81266
2019-05-01,Total Domestic,12151749.0,89.884,13170834.485,11838529.314,87461
2019-06-01,Total Domestic,11989365.0,89.345,13101177.639,11705283.461,86456
2019-07-01,Total Domestic,11863940.0,86.313,13214569.811,11405957.149,88200
2019-08-01,Total Domestic,11756732.0,85.112,13266357.263,11291303.497,88215
2019-09-01,Total Domestic,11488069.0,85.501,12893995.178,11024517.007,86221
2019-10-01,Total Domestic,12280250.0,83.559,14206944.505,11871150.641,93950
2019-11-01,Total Domestic,12910135.0,89.561,13964081.045,12506421.33,92388
2019-12-01,Total Domestic,12980408.0,87.914,14329674.653,12597794.208,94910
2020-01-01,Total Domestic,12747591.0,85.961,14358228.317,12342405.013,95487
2020-02-01,Total Domestic,12331165.0,87.744,13521335.062,11864098.131,90959
2020-03-01,Total Domestic,7735665.0,73.092,10335611.312,7554543.337,69310
2020-04-01,Total Domestic,,,,,188
2020-05-01,Total Domestic,278417.0,50.799,543695.401,276192.786,3813
2020-06-01,Total Domestic,1979472.0,59.478,3362585.384,1999995.136,22367
2020-07-01,Total Domestic,2102854.0,57.961,3596291.372,2084440.595,24770
2020-08-01,Total Domestic,2826148.0,65.702,4290205.499,2818761.814,28834
2020-09-01,Total Domestic,3939687.0,64.338,6224370.913,4004630.932,39628
2020-10-01,Total Domestic,5268696.0,66.887,7867784.854,5262536.299,49150
2020-11-01,Total Domestic,6342589.0,72.648,8687053.394,6310968.174,54132
2020-12-01,Total Domestic,7306064.0,70.29,10272902.886,7220783.461,64002
2021-01-01,Total Domestic,7704022.0,69.226,10933587.318,7568902.449,67877
2021-02-01,Total Domestic,7795243.0,74.85,10231200.894,7658045.604,64327
2021-03-01,Total Domestic,7787310.0,68.117,11340569.399,7724907.285,71458
2021-04-01,Total Domestic,5647434.0,59.823,9575037.095,5728118.78,59967
2021-05-01,Total Domestic,2037372.0,49.29,4155486.132,2048225.883,27725
2021-06-01,Total Domestic,3028643.0,62.752,4658811.882,2923512.618,31693
2021-07-01,Total Domestic,4897664.0,66.463,7075920.8,4702876.165,47692
2021-08-01,Total Domestic,6544056.0,71.988,8700658.33,6263456.73,58101
2021-09-01,Total Domestic,6891878.0,72.315,9095916.092,6577718.636,61514
2021-10-01,Total Domestic,8784144.0,77.18,11031288.355,8513938.104,72491
2021-11-01,Total Domestic,10471234.0,80.05,12698682.192,10165303.98,81620
2021-12-01,Total Domestic,11156079.0,79.52,13602345.165,10816546.432,87258
2022-01-01,Total Domestic,6410579.0,65.367,9572230.255,6257032.427,63541
2022-02-01,Total Domestic,7695734.0,85.339,8762407.196,7477779.791,57220
2022-03-01,Total Domestic,10619642.0,82.258,12526336.472,10303960.55,80948
2022-04-01,Total Domestic,10549088.0,80.508,12866084.866,10358205.732,82056
2022-05-01,Total Domestic,11470422.0,82.906,13625641.243,11296421.489,86460
2022-06-01,Total Domestic,10514030.0,79.066,13072889.806,10336220.356,83227
2022-07-01,Total Domestic,9704934.0,77.976,12171655.028,9490947.17,77875
2022-08-01,Total Domestic,10115739.0,78.829,12423133.664,9793070.934,79675
2022-09-01,Total Domestic,10346833.0,81.699,12176891.893,9948401.47,78018
2022-10-01,Total Domestic,11400977.0,83.205,13357584.147,11114186.865,84411
2022-11-01,Total Domestic,11678582.0,87.696,12896110.379,11309408.439,81994
2022-12-01,Total Domestic,12735454.0,88.837,13888987.929,12338508.321,88128
2023-01-01,Total Domestic,12551028.0,84.861,14230895.68,12076436.156,90255
2023-02-01,Total Domestic,12068372.0,88.358,13133152.954,11604148.11,83384
2023-03-01,Total Domestic,12893197.0,85.661,14506243.726,12426170.421,92238
2023-04-01,Total Domestic,12888410.0,88.333,14042821.756,12404425.443,88734
2023-05-01,Total Domestic,13214182.0,91.66,13846388.478,12691564.55,88175
2023-06-01,Total Domestic,12486601.0,90.825,13309594.444,12088470.697,84316
2023-07-01,Total Domestic,12100030.0,84.129,13795622.275,11606077.75,87086
2023-08-01,Total Domestic,12422673.0,84.743,14082444.312,11933920.133,88237
2023-09-01,Total Domestic,12246549.0,85.625,13770514.215,11790940.081,86294
2023-10-01,Total Domestic,12636742.0,84.55,14555249.139,12306501.461,90887
2023-11-01,Total Domestic,12735394.0,86.295,14317028.886,12354847.808,89000
2023-12-01,Total Domestic,13797352.0,90.711,14785876.648,13412434.493,91529
2024-01-01,Total Domestic,13131603.0,89.193,14112060.752,12586987.422,88285
2024-02-01,Total Domestic,12647306.0,89.007,13670247.715,12167513.132,86423
2024-03-01,Total Domestic,13367468.0,86.043,15001533.429,12907734.493,94150
2024-04-01,Total Domestic,13200048.0,86.802,14629152.313,12698343.114,91733
2024-05-01,Total Domestic,13795301.0,88.861,14933348.1,13269977.942,93551
2024-06-01,Total Domestic,13205828.0,87.327,14599559.232,12749368.114,91493
2024-07-01,Total Domestic,12986105.0,85.015,14696022.269,12493831.968,92066
2024-08-01,Total Domestic,13130699.0,82.807,15160868.528,12554284.206,94682
2024-09-01,Total Domestic,13027336.0,83.014,15062564.61,12504099.452,92912
2024-10-01,Total Domestic,13657193.0,82.405,16079937.08,13250708.525,98186
2024-11-01,Total Domestic,14250266.0,89.399,15584880.916,13932673.24,94818
2024-12-01,Total Domestic,14926352.0,88.853,16437901.131,14605597.663,99013
2025-01-01,Total Domestic,14702387.0,88.29,16319186.922,14408878.311,98349
2025-02-01,Total Domestic,14118495.0,90.43,15293560.877,13830670.08,92319
2025-03-01,Total Domestic,14541682.0,83.79,17000558.102,14245085.074,102319
2025-04-01,Total Domestic,14314688.0,86.12,16279343.898,14019254.017,98211
2025-05-01,Total Domestic,14054824.0,83.93,16405785.099,13769149.246,98457
2025-06-01,Total Domestic,13604312.0,84.5,15760656.534,13317972.69,95521
2025-07-01,Total Domestic,12605312.0,82.85,14737555.593,12210208.631,89217
